0, 500, 0.001186, 0.310951, 0.002246
0, 500, 0.000241, 0.324474, 0.001136
0, 500, 0.000231, 0.306925, 0.001479
0, 500, 0.000253, 0.332067, 0.002086
0, 500, 0.000259, 0.312965, 0.000297
0, 1000, 0.002718, 2.520685, 0.001612
0, 1000, 0.000942, 2.768062, 0.006455
0, 1000, 0.000924, 2.637306, 0.001943
0, 1000, 0.000951, 2.936501, 0.000919
0, 1000, 0.001019, 2.852035, 0.003904
0, 2000, 0.028812, 25.045942, 0.005153
0, 2000, 0.012106, 24.439035, 0.004414
0, 2000, 0.009471, 24.796135, 0.005858
0, 2000, 0.036980, 24.376221, 0.005035
0, 2000, 0.021734, 27.260243, 0.004190
1, 500, 0.002449, 0.394000, 0.000907
1, 500, 0.000245, 0.348703, 0.000855
1, 500, 0.000240, 0.360955, 0.000314
1, 500, 0.000241, 0.348487, 0.000608
1, 500, 0.000244, 0.352430, 0.000345
1, 1000, 0.002488, 2.904383, 0.001068
1, 1000, 0.000865, 2.792528, 0.001008
1, 1000, 0.001231, 2.804147, 0.000798
1, 1000, 0.000901, 2.843199, 0.000869
1, 1000, 0.000983, 3.061715, 0.002141
1, 2000, 0.030422, 28.876294, 0.005659
1, 2000, 0.014638, 28.035138, 0.004084
1, 2000, 0.038510, 28.849635, 0.004471
1, 2000, 0.022021, 27.357208, 0.006390
1, 2000, 0.012529, 28.825046, 0.008557
2, 500, 0.002227, 0.181145, 0.001772
2, 500, 0.000250, 0.200157, 0.000592
2, 500, 0.000432, 0.180366, 0.001077
2, 500, 0.000246, 0.177507, 0.000325
2, 500, 0.000259, 0.185997, 0.000278
2, 1000, 0.002561, 1.485681, 0.001253
2, 1000, 0.000911, 1.445569, 0.001133
2, 1000, 0.000862, 1.493608, 0.001061
2, 1000, 0.001092, 1.486395, 0.001010
2, 1000, 0.001140, 1.476553, 0.000829
2, 2000, 0.008283, 13.469801, 0.003662
2, 2000, 0.012048, 13.716508, 0.004994
2, 2000, 0.011566, 13.724854, 0.006980
2, 2000, 0.010535, 13.670244, 0.004291
2, 2000, 0.005809, 13.508393, 0.004734
4, 500, 0.002753, 0.093091, 0.000691
4, 500, 0.000250, 0.109311, 0.001548
4, 500, 0.000249, 0.090630, 0.001388
4, 500, 0.000236, 0.091088, 0.001672
4, 500, 0.000267, 0.095054, 0.000566
4, 1000, 0.002651, 0.741677, 0.002475
4, 1000, 0.000941, 0.786616, 0.001163
4, 1000, 0.000903, 0.729761, 0.000972
4, 1000, 0.000869, 0.770346, 0.002240
4, 1000, 0.001641, 0.727383, 0.000995
4, 2000, 0.009594, 6.790257, 0.004970
4, 2000, 0.006034, 7.063881, 0.003164
4, 2000, 0.003555, 7.027867, 0.004054
4, 2000, 0.012251, 6.827995, 0.002901
4, 2000, 0.003731, 6.989204, 0.003694
8, 500, 0.001191, 0.061989, 0.000795
8, 500, 0.000241, 0.068480, 0.001071
8, 500, 0.000396, 0.061466, 0.001404
8, 500, 0.000268, 0.085505, 0.000335
8, 500, 0.000251, 0.062336, 0.000347
8, 1000, 0.002576, 0.513900, 0.001331
8, 1000, 0.000928, 0.473278, 0.002638
8, 1000, 0.001237, 0.469932, 0.000988
8, 1000, 0.001163, 0.534332, 0.000921
8, 1000, 0.000963, 0.528562, 0.001200
8, 2000, 0.007986, 4.581733, 0.004126
8, 2000, 0.005212, 4.395898, 0.003087
8, 2000, 0.003573, 4.331167, 0.003145
8, 2000, 0.005953, 4.522541, 0.002900
8, 2000, 0.003831, 4.437305, 0.003130
